epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,10111.2,1.48311,1.47528,1.68896,0.92796,0.84524,0.9248,0.55207,1.37312,0.82848,1.66773,0.003796,0.003796,0.003796
190,10164.3,1.47539,1.46143,1.67726,0.92796,0.84524,0.92487,0.55299,1.37192,0.82714,1.66615,0.003763,0.003763,0.003763
191,10217.7,1.46903,1.46794,1.67863,0.93658,0.84524,0.92439,0.55436,1.37212,0.82516,1.66581,0.00373,0.00373,0.00373
192,10271,1.47792,1.46818,1.68024,0.93871,0.84524,0.92387,0.55254,1.37205,0.82373,1.66508,0.003697,0.003697,0.003697
193,10324.2,1.47019,1.47218,1.67604,0.93886,0.84524,0.92389,0.55263,1.3713,0.82098,1.66474,0.003664,0.003664,0.003664
194,10378.1,1.47435,1.46471,1.67958,0.93952,0.84524,0.92331,0.55391,1.37032,0.81968,1.66353,0.003631,0.003631,0.003631
195,10431,1.4768,1.46642,1.68059,0.94002,0.84524,0.92307,0.55493,1.36977,0.81765,1.66202,0.003598,0.003598,0.003598
196,10484.8,1.47263,1.46088,1.67829,0.9411,0.84524,0.92334,0.55335,1.36917,0.81533,1.6612,0.003565,0.003565,0.003565
197,10538.2,1.46651,1.44951,1.66828,0.94173,0.84524,0.92328,0.55431,1.36859,0.81471,1.66049,0.003532,0.003532,0.003532
198,10591.4,1.46835,1.44332,1.67639,0.94217,0.84524,0.92335,0.55401,1.36865,0.81326,1.66013,0.003499,0.003499,0.003499
199,10644.6,1.4671,1.44403,1.6714,0.9425,0.84524,0.9229,0.55425,1.36899,0.81215,1.6597,0.003466,0.003466,0.003466
200,10698,1.46181,1.44578,1.66984,0.94297,0.84524,0.92333,0.55402,1.36894,0.81133,1.65934,0.003433,0.003433,0.003433
201,10751.5,1.46872,1.44821,1.67066,0.94345,0.84524,0.92266,0.55394,1.36979,0.80725,1.66005,0.0034,0.0034,0.0034
202,10805.2,1.46649,1.44366,1.67427,0.94371,0.84524,0.92272,0.55433,1.36957,0.80645,1.65914,0.003367,0.003367,0.003367
203,10858.7,1.45712,1.44548,1.66401,0.94419,0.84524,0.92266,0.55385,1.36923,0.80539,1.65876,0.003334,0.003334,0.003334
204,10912.2,1.46131,1.4356,1.66519,0.94371,0.84524,0.92274,0.55239,1.36879,0.8045,1.65804,0.003301,0.003301,0.003301
205,10966.1,1.47011,1.43796,1.66913,0.9434,0.84524,0.92248,0.55335,1.36722,0.80539,1.65508,0.003268,0.003268,0.003268
206,11019.5,1.46216,1.43516,1.66202,0.94326,0.84524,0.92268,0.55394,1.36736,0.80389,1.65466,0.003235,0.003235,0.003235
207,11072.8,1.45124,1.42719,1.65897,0.94193,0.84524,0.9226,0.5546,1.36634,0.80367,1.6524,0.003202,0.003202,0.003202
208,11125.9,1.44505,1.42589,1.65773,0.94108,0.84524,0.92237,0.55459,1.36521,0.80292,1.65134,0.003169,0.003169,0.003169
209,11179,1.45082,1.42516,1.66303,0.94048,0.84524,0.92242,0.55581,1.36471,0.80184,1.65064,0.003136,0.003136,0.003136
210,11232.3,1.45331,1.43253,1.66268,0.93932,0.84524,0.92235,0.55742,1.36445,0.80005,1.65056,0.003103,0.003103,0.003103
211,11285.7,1.45522,1.41976,1.66526,0.93927,0.84524,0.92219,0.55736,1.3658,0.79803,1.65147,0.00307,0.00307,0.00307
212,11339.1,1.44622,1.41958,1.65601,0.93856,0.84524,0.92238,0.55685,1.35256,0.79531,1.63705,0.003037,0.003037,0.003037
213,11392.4,1.45506,1.42037,1.66504,0.93724,0.84524,0.92197,0.55455,1.35205,0.79571,1.63686,0.003004,0.003004,0.003004
214,11445.7,1.45346,1.4188,1.65762,0.93606,0.84524,0.92198,0.55752,1.35141,0.79406,1.63614,0.002971,0.002971,0.002971
215,11498.9,1.45238,1.40966,1.65794,0.93452,0.84524,0.92277,0.55763,1.3522,0.7931,1.63667,0.002938,0.002938,0.002938
216,11552.4,1.44968,1.4106,1.64894,0.93182,0.84524,0.92243,0.55673,1.3524,0.79092,1.63654,0.002905,0.002905,0.002905
217,11605.8,1.44108,1.4006,1.64902,0.92211,0.84558,0.92346,0.55481,1.35295,0.78844,1.63558,0.002872,0.002872,0.002872
218,11659.3,1.44347,1.39234,1.6434,0.92218,0.8464,0.92376,0.55699,1.35285,0.78775,1.63425,0.002839,0.002839,0.002839
219,11712.7,1.44343,1.39444,1.64462,0.92201,0.84524,0.92393,0.55598,1.3533,0.78698,1.63455,0.002806,0.002806,0.002806
220,11765.7,1.44315,1.39068,1.64294,0.92107,0.84524,0.92415,0.55612,1.3527,0.78575,1.63396,0.002773,0.002773,0.002773
221,11819.1,1.44084,1.39056,1.64324,0.92123,0.84524,0.92381,0.55594,1.35187,0.78508,1.6323,0.00274,0.00274,0.00274
222,11872.2,1.4387,1.39287,1.64743,0.92057,0.84524,0.92383,0.55616,1.35213,0.78365,1.63231,0.002707,0.002707,0.002707
223,11925.4,1.43703,1.38468,1.64736,0.91995,0.84524,0.9235,0.55681,1.35172,0.78286,1.63216,0.002674,0.002674,0.002674
224,11978.3,1.43428,1.38305,1.64008,0.91977,0.84524,0.92338,0.55621,1.35095,0.78221,1.63137,0.002641,0.002641,0.002641
225,12031.5,1.42939,1.38544,1.63706,0.91977,0.84524,0.92347,0.55321,1.35157,0.7807,1.63121,0.002608,0.002608,0.002608
226,12084.6,1.42894,1.3847,1.63446,0.91973,0.84524,0.92351,0.55292,1.35173,0.77886,1.63133,0.002575,0.002575,0.002575
227,12137.9,1.42881,1.38185,1.63443,0.91964,0.84524,0.92335,0.55414,1.35185,0.77867,1.63109,0.002542,0.002542,0.002542
228,12191.3,1.42909,1.37661,1.63272,0.92079,0.84524,0.92338,0.55654,1.35087,0.77713,1.62982,0.002509,0.002509,0.002509
229,12244.5,1.43624,1.37476,1.63646,0.92038,0.84524,0.92444,0.55627,1.34997,0.77538,1.62945,0.002476,0.002476,0.002476
230,12297.7,1.43166,1.37463,1.63885,0.92032,0.84524,0.92344,0.55655,1.35124,0.7749,1.62893,0.002443,0.002443,0.002443
231,12351,1.42454,1.3656,1.62557,0.91998,0.84524,0.92346,0.55813,1.35093,0.77352,1.62737,0.00241,0.00241,0.00241
232,12404.4,1.42316,1.36478,1.62894,0.92046,0.84524,0.92349,0.5574,1.3503,0.77168,1.62641,0.002377,0.002377,0.002377
233,12457.6,1.42763,1.35843,1.62585,0.9157,0.84524,0.9235,0.55873,1.34985,0.7713,1.62614,0.002344,0.002344,0.002344
234,12511,1.41458,1.35219,1.62124,0.91532,0.84524,0.92358,0.56083,1.34987,0.77036,1.62566,0.002311,0.002311,0.002311
235,12564.6,1.41894,1.35028,1.62135,0.91515,0.84524,0.9237,0.56175,1.34939,0.76764,1.6253,0.002278,0.002278,0.002278
236,12617.7,1.42133,1.3548,1.62107,0.91496,0.84524,0.92381,0.56208,1.34846,0.76528,1.62443,0.002245,0.002245,0.002245
237,12671,1.41787,1.34712,1.62337,0.91475,0.84524,0.92444,0.56311,1.34816,0.76333,1.62286,0.002212,0.002212,0.002212
238,12724.2,1.41597,1.34748,1.6234,0.91456,0.84524,0.92386,0.56174,1.34811,0.76198,1.62266,0.002179,0.002179,0.002179
239,12777.3,1.41996,1.34828,1.6238,0.91507,0.84524,0.92355,0.56126,1.3481,0.76019,1.62182,0.002146,0.002146,0.002146
240,12830.5,1.4221,1.3593,1.62355,0.91479,0.84524,0.92341,0.56172,1.34725,0.7591,1.62067,0.002113,0.002113,0.002113
241,12884,1.40928,1.33943,1.61637,0.91495,0.84524,0.92456,0.56235,1.34673,0.75713,1.62,0.00208,0.00208,0.00208
242,12937.2,1.42044,1.3443,1.62436,0.91813,0.84524,0.92329,0.56194,1.34696,0.7561,1.61919,0.002047,0.002047,0.002047
243,12990.3,1.41351,1.32881,1.61508,0.91535,0.84524,0.9238,0.56348,1.34733,0.75446,1.61928,0.002014,0.002014,0.002014
244,13043.6,1.40442,1.34085,1.61003,0.91732,0.84524,0.92372,0.56338,1.34774,0.75411,1.61946,0.001981,0.001981,0.001981
245,13097.1,1.40896,1.33077,1.61117,0.91703,0.84524,0.92394,0.56275,1.34725,0.75259,1.61889,0.001948,0.001948,0.001948
246,13150.3,1.41026,1.33195,1.61613,0.91578,0.84524,0.92372,0.56268,1.34762,0.75196,1.61743,0.001915,0.001915,0.001915
247,13203.4,1.41015,1.32666,1.60959,0.911,0.85304,0.92346,0.56441,1.34788,0.75022,1.61769,0.001882,0.001882,0.001882
248,13256.5,1.40414,1.32148,1.60942,0.91098,0.85286,0.92377,0.56289,1.34688,0.75082,1.61668,0.001849,0.001849,0.001849
249,13309.6,1.40147,1.3182,1.60585,0.91786,0.84524,0.92389,0.5655,1.34696,0.74913,1.61703,0.001816,0.001816,0.001816
250,13363,1.4061,1.32784,1.60401,0.91881,0.84524,0.92393,0.56492,1.34622,0.74843,1.61536,0.001783,0.001783,0.001783
251,13416.8,1.40723,1.32711,1.60832,0.92032,0.84524,0.92575,0.56466,1.3457,0.74633,1.61421,0.00175,0.00175,0.00175
252,13470,1.39878,1.31212,1.60544,0.9219,0.8432,0.92586,0.56437,1.345,0.74411,1.61283,0.001717,0.001717,0.001717
253,13523.4,1.39778,1.31228,1.60176,0.92172,0.84112,0.92594,0.56468,1.34486,0.74442,1.6141,0.001684,0.001684,0.001684
254,13576.6,1.39635,1.30635,1.5984,0.92163,0.84009,0.9261,0.5651,1.34413,0.74348,1.61293,0.001651,0.001651,0.001651
255,13629.8,1.39777,1.31414,1.59861,0.91448,0.83333,0.92513,0.56452,1.3438,0.74343,1.61248,0.001618,0.001618,0.001618
256,13683.1,1.39994,1.31151,1.60611,0.91448,0.83333,0.92534,0.56444,1.34314,0.74207,1.61254,0.001585,0.001585,0.001585
257,13736.2,1.39191,1.29134,1.59528,0.91386,0.83333,0.92508,0.56514,1.34342,0.73998,1.61208,0.001552,0.001552,0.001552
258,13789.5,1.38452,1.29906,1.5946,0.91362,0.83333,0.92508,0.56413,1.34352,0.73796,1.61207,0.001519,0.001519,0.001519
259,13842.8,1.38882,1.30245,1.59326,0.91259,0.83333,0.92462,0.56412,1.34299,0.73853,1.61137,0.001486,0.001486,0.001486
260,13895.7,1.39624,1.30581,1.59092,0.89817,0.85714,0.92432,0.56433,1.3427,0.73635,1.61072,0.001453,0.001453,0.001453
261,13949.1,1.39718,1.29759,1.59746,0.89797,0.85714,0.92403,0.56379,1.34286,0.73485,1.61057,0.00142,0.00142,0.00142
262,14002.4,1.38468,1.29384,1.59261,0.90029,0.85992,0.9241,0.5643,1.3417,0.73498,1.6086,0.001387,0.001387,0.001387
263,14055.3,1.39456,1.30369,1.60107,0.90035,0.86056,0.92419,0.56506,1.34056,0.7348,1.60845,0.001354,0.001354,0.001354
264,14108.5,1.38559,1.29308,1.59205,0.90047,0.86167,0.92474,0.56496,1.34007,0.73374,1.60805,0.001321,0.001321,0.001321
265,14162,1.38154,1.27615,1.58693,0.90055,0.86247,0.92435,0.56626,1.33903,0.73508,1.60751,0.001288,0.001288,0.001288
266,14215.1,1.38297,1.27807,1.58806,0.90063,0.86323,0.92412,0.56607,1.33884,0.73533,1.60679,0.001255,0.001255,0.001255
267,14268.3,1.38412,1.28083,1.59073,0.90071,0.864,0.9239,0.56604,1.33765,0.73431,1.60605,0.001222,0.001222,0.001222
268,14321.8,1.37451,1.27541,1.5805,0.90098,0.86655,0.92372,0.56598,1.33814,0.73313,1.60651,0.001189,0.001189,0.001189
269,14375.2,1.36855,1.2676,1.58044,0.90113,0.86905,0.92336,0.56513,1.33858,0.73361,1.6071,0.001156,0.001156,0.001156
270,14428.3,1.37692,1.27952,1.57911,0.89996,0.86905,0.92375,0.56731,1.33821,0.73216,1.60664,0.001123,0.001123,0.001123
271,14481.5,1.37374,1.26887,1.58292,0.89931,0.86905,0.92387,0.56674,1.33863,0.73377,1.60747,0.00109,0.00109,0.00109
272,14534.9,1.36772,1.26607,1.5824,0.89906,0.86905,0.92383,0.56675,1.3385,0.73157,1.60754,0.001057,0.001057,0.001057
273,14588.2,1.3752,1.27342,1.58765,0.89915,0.86905,0.92379,0.5683,1.33717,0.73019,1.60679,0.001024,0.001024,0.001024
274,14641.5,1.37802,1.26555,1.57762,0.89907,0.86905,0.9217,0.56609,1.33786,0.72994,1.60688,0.000991,0.000991,0.000991
275,14694.4,1.38189,1.26436,1.58212,0.89933,0.86905,0.92178,0.56748,1.33799,0.73001,1.6067,0.000958,0.000958,0.000958
276,14747.8,1.36379,1.26009,1.57461,0.89941,0.86905,0.92129,0.56717,1.33806,0.73056,1.6059,0.000925,0.000925,0.000925
277,14801.4,1.36098,1.25361,1.57349,0.89694,0.86905,0.9212,0.5673,1.33793,0.72957,1.60561,0.000892,0.000892,0.000892
278,14854.5,1.36708,1.25734,1.57741,0.8959,0.86905,0.92107,0.56713,1.33815,0.7298,1.60496,0.000859,0.000859,0.000859
279,14907.6,1.36117,1.24836,1.56925,0.89497,0.86905,0.92104,0.56683,1.33776,0.72881,1.60442,0.000826,0.000826,0.000826
280,14961.1,1.36645,1.25396,1.57077,0.89467,0.86905,0.92083,0.56742,1.33699,0.72886,1.60369,0.000793,0.000793,0.000793
281,15014.5,1.36078,1.24799,1.57125,0.90112,0.86905,0.92014,0.56684,1.33689,0.72733,1.60385,0.00076,0.00076,0.00076
282,15068.1,1.36069,1.2526,1.57072,0.9012,0.86868,0.92004,0.56692,1.33654,0.72654,1.60308,0.000727,0.000727,0.000727
283,15121.3,1.35006,1.23833,1.5644,0.9011,0.86905,0.92019,0.56622,1.33593,0.72632,1.60316,0.000694,0.000694,0.000694
284,15174.4,1.36486,1.24338,1.56968,0.90115,0.86822,0.92073,0.56609,1.33597,0.72627,1.60227,0.000661,0.000661,0.000661
285,15227.6,1.35844,1.24671,1.56847,0.898,0.86905,0.92097,0.5648,1.33462,0.727,1.60156,0.000628,0.000628,0.000628
286,15280.9,1.3462,1.23947,1.56462,0.89801,0.86905,0.92068,0.5654,1.33421,0.72784,1.60093,0.000595,0.000595,0.000595
287,15334.6,1.36028,1.23009,1.56712,0.90026,0.86905,0.92129,0.5656,1.33393,0.72668,1.60091,0.000562,0.000562,0.000562
288,15387.6,1.35453,1.24194,1.5631,0.90101,0.86905,0.92134,0.56475,1.33401,0.72614,1.60053,0.000529,0.000529,0.000529
289,15440.9,1.35453,1.23821,1.56477,0.9011,0.86773,0.92118,0.56541,1.33342,0.72583,1.60039,0.000496,0.000496,0.000496
290,15494.6,1.3533,1.22701,1.56242,0.90092,0.86602,0.92078,0.5655,1.33377,0.72454,1.60079,0.000463,0.000463,0.000463
291,15548.5,1.35212,1.10874,1.58224,0.90085,0.86532,0.92074,0.56492,1.33381,0.72531,1.6012,0.00043,0.00043,0.00043
292,15600.8,1.33493,1.08384,1.57571,0.89229,0.85714,0.92069,0.56481,1.33383,0.72437,1.60066,0.000397,0.000397,0.000397
293,15653.4,1.3299,1.07419,1.57625,0.89195,0.85714,0.92057,0.5634,1.33396,0.72275,1.60145,0.000364,0.000364,0.000364
294,15705.6,1.32932,1.06929,1.57541,0.89197,0.85714,0.92143,0.564,1.33367,0.72496,1.60076,0.000331,0.000331,0.000331
295,15757.8,1.31939,1.06176,1.56612,0.95824,0.81954,0.9212,0.56269,1.33307,0.72323,1.59998,0.000298,0.000298,0.000298
296,15810.3,1.32294,1.05813,1.56601,0.95824,0.81954,0.9212,0.56116,1.33328,0.72219,1.60025,0.000265,0.000265,0.000265
297,15862.8,1.32094,1.05586,1.56593,0.95824,0.81954,0.92108,0.5624,1.33307,0.72177,1.60032,0.000232,0.000232,0.000232
298,15915.6,1.31581,1.05551,1.56368,0.95824,0.81959,0.92166,0.55983,1.33295,0.72192,1.60033,0.000199,0.000199,0.000199
299,15968.4,1.31493,1.05026,1.56259,0.95824,0.81949,0.92166,0.55909,1.33286,0.72215,1.59989,0.000166,0.000166,0.000166
300,16020.8,1.30889,1.05266,1.55924,0.95825,0.81977,0.92159,0.55924,1.33224,0.72187,1.59888,0.000133,0.000133,0.000133
